Taxon;Vials;Specimens;CollID;TrapID
Braulidae;0;0;932;14
Calliphoridae;1;3;932;14
Camillidae;0;0;932;14
Campichoetidae;0;0;932;14
Carnidae;0;0;932;14
Chamaemyiidae;0;0;932;14
Chiropteromyzidae;0;0;932;14
Chloropidae;1;2;932;14
Chyromyidae;0;0;932;14
Clusiidae;0;0;932;14
Coelopidae;0;0;932;14
Coenomyiidae;0;0;932;14
Conopidae;0;0;932;14
Diastatidae;0;0;932;14
Dolichopodidae;1;4;932;14
Drosophilidae;1;37;932;14
Dryomyzidae;1;1;932;14
Empidoidea;1;14;932;14
Ephydridae;1;2;932;14
Fanniidae;1;3;932;14
Gasterophilidae;0;0;932;14
Helcomyzidae;0;0;932;14
Heleomyzidae;1;24;932;14
Heterocheilidae;0;0;932;14
Hippoboscidae;0;0;932;14
Hypodermatidae;0;0;932;14
Lauxaniidae;1;34;932;14
Lonchaeidae;0;0;932;14
Lonchopteridae;0;0;932;14
Megamerinidae;0;0;932;14
Micropezidae;0;0;932;14
Milichiidae;0;0;932;14
Muscidae;1;22;932;14
Nycteribiidae;0;0;932;14
Odiniidae;0;0;932;14
Oestridae;0;0;932;14
Opetiidae;0;0;932;14
Opomyzidae;1;1;932;14
Pallopteridae;0;0;932;14
Periscelididae;0;0;932;14
Phaeomyiidae;0;0;932;14
Phoridae;0;0;932;14
Piophilidae;0;0;932;14
Pipunculidae;0;0;932;14
Platypezidae;0;0;932;14
Platystomatidae;0;0;932;14
Pseudopomyzidae;0;0;932;14
Psilidae;1;49;932;14
Rhagionidae;0;0;932;14
Rhinophoridae;0;0;932;14
Sarcophagidae;1;2;932;14
Scathophagidae;0;0;932;14
Scenopinidae;0;0;932;14
Sciomyzidae;1;24;932;14
Sepsidae;0;0;932;14
Sphaeroceridae;1;9;932;14
Stenomicridae;0;0;932;14
Stratiomyidae;0;0;932;14
Strongylophthalmyiidae;0;0;932;14
Syrphidae;0;0;932;14
Tabanidae;0;0;932;14
Tachinidae;1;18;932;14
Tanypezidae;0;0;932;14
Tephritidae;0;0;932;14
Tethinidae;0;0;932;14
Therevidae;0;0;932;14
Trixoscelididae;0;0;932;14
Ulidiidae;0;0;932;14
Xylomyidae;0;0;932;14
Xylophagidae;0;0;932;14
Acarthophthalmidae ;0;0;1079;33
Acroceridae;0;0;1079;33
Agromyzidae;1;2;1079;33
Anthomyiidae;1;33;1079;33
Anthomyzidae;0;0;1079;33
Asilidae;0;0;1079;33
Asteiidae;0;0;1079;33
Athericidae;0;0;1079;33
Aulacigasteridae;0;0;1079;33
Bombyliidae;0;0;1079;33
Brachystomatidae;0;0;1079;33
Braulidae;0;0;1079;33
Calliphoridae;0;0;1079;33
Camillidae;0;0;1079;33
Campichoetidae;0;0;1079;33
Carnidae;0;0;1079;33
Chamaemyiidae;0;0;1079;33
Chiropteromyzidae;0;0;1079;33
Chloropidae;1;6;1079;33
Chyromyidae;0;0;1079;33
Clusiidae;1;1;1079;33
Coelopidae;0;0;1079;33
Coenomyiidae;0;0;1079;33
Conopidae;0;0;1079;33
Diastatidae;0;0;1079;33
Dolichopodidae;1;20;1079;33
Drosophilidae;1;3;1079;33
Dryomyzidae;0;0;1079;33
Empidoidea;1;42;1079;33
Ephydridae;0;0;1079;33
Fanniidae;1;1;1079;33
Gasterophilidae;0;0;1079;33
Helcomyzidae;0;0;1079;33
Heleomyzidae;1;3;1079;33
Heterocheilidae;0;0;1079;33
Hippoboscidae;0;0;1079;33
Hypodermatidae;0;0;1079;33
Lauxaniidae;1;7;1079;33
Lonchaeidae;0;0;1079;33
Lonchopteridae;0;0;1079;33
Megamerinidae;0;0;1079;33
Micropezidae;0;0;1079;33
Milichiidae;0;0;1079;33
Muscidae;1;12;1079;33
Nycteribiidae;0;0;1079;33
Odiniidae;0;0;1079;33
Oestridae;0;0;1079;33
Opetiidae;0;0;1079;33
Opomyzidae;0;0;1079;33
Pallopteridae;0;0;1079;33
Periscelididae;0;0;1079;33
Phaeomyiidae;0;0;1079;33
Phoridae;0;0;1079;33
Piophilidae;0;0;1079;33
Pipunculidae;1;6;1079;33
Platypezidae;0;0;1079;33
Platystomatidae;0;0;1079;33
Pseudopomyzidae;0;0;1079;33
Psilidae;0;0;1079;33
Rhagionidae;1;1;1079;33
Rhinophoridae;0;0;1079;33
Sarcophagidae;1;3;1079;33
Scathophagidae;0;0;1079;33
Scenopinidae;0;0;1079;33
Sciomyzidae;1;11;1079;33
Sepsidae;0;0;1079;33
Sphaeroceridae;1;4;1079;33
Stenomicridae;0;0;1079;33
Stratiomyidae;0;0;1079;33
Strongylophthalmyiidae;0;0;1079;33
Syrphidae;1;1;1079;33
Tabanidae;0;0;1079;33
Tachinidae;1;4;1079;33
Tanypezidae;0;0;1079;33
Tephritidae;0;0;1079;33
Tethinidae;0;0;1079;33
Therevidae;0;0;1079;33
Trixoscelididae;0;0;1079;33
Ulidiidae;0;0;1079;33
Xylomyidae;0;0;1079;33
Xylophagidae;0;0;1079;33
Acarthophthalmidae ;1;1;1081;33
Acroceridae;0;0;1081;33
Agromyzidae;1;2;1081;33
Anthomyiidae;1;5;1081;33
Anthomyzidae;0;0;1081;33
Asilidae;1;1;1081;33
Asteiidae;0;0;1081;33
Athericidae;0;0;1081;33
Aulacigasteridae;0;0;1081;33
Bombyliidae;0;0;1081;33
Brachystomatidae;0;0;1081;33
Braulidae;0;0;1081;33
Calliphoridae;1;1;1081;33
Camillidae;0;0;1081;33
Campichoetidae;0;0;1081;33
Carnidae;0;0;1081;33
Chamaemyiidae;0;0;1081;33
Chiropteromyzidae;0;0;1081;33
Chloropidae;1;1;1081;33
Chyromyidae;0;0;1081;33
Clusiidae;0;0;1081;33
Coelopidae;0;0;1081;33
Coenomyiidae;0;0;1081;33
Conopidae;0;0;1081;33
Diastatidae;1;1;1081;33
Dolichopodidae;1;50;1081;33
Drosophilidae;1;29;1081;33
Dryomyzidae;0;0;1081;33
Empidoidea;1;28;1081;33
Ephydridae;0;0;1081;33
Fanniidae;1;3;1081;33
Gasterophilidae;0;0;1081;33
Helcomyzidae;0;0;1081;33
Heleomyzidae;1;1;1081;33
Heterocheilidae;0;0;1081;33
Hippoboscidae;0;0;1081;33
Hypodermatidae;0;0;1081;33
Lauxaniidae;1;11;1081;33
Lonchaeidae;0;0;1081;33
Lonchopteridae;0;0;1081;33
Megamerinidae;0;0;1081;33
Micropezidae;0;0;1081;33
Milichiidae;0;0;1081;33
Muscidae;1;8;1081;33
Nycteribiidae;0;0;1081;33
Odiniidae;0;0;1081;33
Oestridae;0;0;1081;33
Opetiidae;0;0;1081;33
Opomyzidae;0;0;1081;33
Pallopteridae;0;0;1081;33
Periscelididae;0;0;1081;33
Phaeomyiidae;0;0;1081;33
Phoridae;0;0;1081;33
Piophilidae;0;0;1081;33
Pipunculidae;1;4;1081;33
Platypezidae;0;0;1081;33
Platystomatidae;0;0;1081;33
